OBJECTID,GEOID10,GEOID20,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,CSA,CSA_Name,CBSA,CBSA_Name,CBSA_POP,CBSA_EMP,CBSA_WRK,Ac_Total,Ac_Water,Ac_Land,Ac_Unpr,TotPop,CountHU,HH,P_WrkAge,AutoOwn0,Pct_AO0,AutoOwn1,Pct_AO1,AutoOwn2p,Pct_AO2p,Workers,R_LowWageWk,R_MedWageWk,R_HiWageWk,R_PCTLOWWAGE,TotEmp,E5_Ret,E5_Off,E5_Ind,E5_Svc,E5_Ent,E8_Ret,E8_off,E8_Ind,E8_Svc,E8_Ent,E8_Ed,E8_Hlth,E8_Pub,E_LowWageWk,E_MedWageWk,E_HiWageWk,E_PctLowWage,D1A,D1B,D1C,D1C5_RET,D1C5_OFF,D1C5_IND,D1C5_SVC,D1C5_ENT,D1C8_RET,D1C8_OFF,D1C8_IND,D1C8_SVC,D1C8_ENT,D1C8_ED,D1C8_HLTH,D1C8_PUB,D1D,D1_FLAG,D2A_JPHH,D2B_E5MIX,D2B_E5MIXA,D2B_E8MIX,D2B_E8MIXA,D2A_EPHHM,D2C_TRPMX1,D2C_TRPMX2,D2C_TRIPEQ,D2R_JOBPOP,D2R_WRKEMP,D2A_WRKEMP,D2C_WREMLX,D3A,D3AAO,D3AMM,D3APO,D3B,D3BAO,D3BMM3,D3BMM4,D3BPO3,D3BPO4,D4A,D4B025,D4B050,D4C,D4D,D4E,D5AR,D5AE,D5BR,D5BE,D5CR,D5CRI,D5CE,D5CEI,D5DR,D5DRI,D5DE,D5DEI,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,NatWalkInd,Shape_Length,Shape_Area
155117,361031000000.0,361031000000.0,36,103,111503,1,408.0,"New York-Newark, NY-NJ-CT-PA",35620.0,"New York-Newark-Jersey City, NY-NJ-PA",19318471,9159786,8946175,207.6294815,0.0,207.6294815,201.8227401,901,341.0,316.0,0.548,23,0.07278481,72,0.227848101,221,0.699367089,432,88,92,252,0.203703704,20,4,3,8,3,2,4,3,8,3,2,0,0,0,9,2,9,0.45,1.689601478,4.464313583,0.099096861,0.019819372,0.014864529,0.039638744,0.014864529,0.009909686,0.019819372,0.014864529,0.039638744,0.014864529,0.009909686,0.0,0.0,0.0,1.788698339,0,0.063291139,0.924421109,0.924421109,0.924421109,0.715479782,0.175366552,0.210631872,0.218377381,1.83825e-05,0.043431053,0.088495575,21.6,1.13119e-09,15.08309799,0.0,0.0,15.08309799,61.67601974,0.0,0.0,0.0,83.22517532,6.164827802,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,144701,160697,-99999,-99999,2.14559e-05,0.11854888,2.70237e-05,0.166636768,-99999.0,-99999.0,-99999.0,-99999.0,2,16,11,1,7.0,3745.014059,840264.6692
155261,360594000000.0,360594000000.0,36,59,407700,1,408.0,"New York-Newark, NY-NJ-CT-PA",35620.0,"New York-Newark-Jersey City, NY-NJ-PA",19318471,9159786,8946175,1117.084985,5.688242,1111.396743,184.15816,1649,421.0,401.0,0.7,7,0.017456359,27,0.067331671,367,0.91521197,595,111,149,335,0.186554622,2483,149,17,56,2165,96,149,17,56,197,96,1514,454,0,400,599,1484,0.161095449,2.286078445,8.954259752,13.48297572,0.809087146,0.092311956,0.304086444,11.75619913,0.521291047,0.809087146,0.092311956,0.304086444,1.069732669,0.521291047,8.221194217,2.465272242,0.0,15.76905417,0,6.19201995,0.331620735,0.331620735,0.630860688,0.590349953,0.481501557,0.335097029,0.36692657,0.390261669,0.798160697,0.386614685,0.23962948,0.46749318,14.5675759,2.152494738,3.878992441,8.53608872,102.3525044,5.182667698,11.51703933,3.455111799,116.8979492,13.24459523,957.56,0.0,0.003783592,60.33,34.74114913,0.03658581,350454,355994,58520,73169,5.19645e-05,0.287115702,5.98659e-05,0.369152439,4.69588e-06,0.008403256,1.13929e-05,0.027121759,10,11,14,13,12.5,10991.60943,4520780.619
155284,360594000000.0,360594000000.0,36,59,414002,3,408.0,"New York-Newark, NY-NJ-CT-PA",35620.0,"New York-Newark-Jersey City, NY-NJ-PA",19318471,9159786,8946175,77.9479421,0.0,77.9479421,77.9479421,1825,527.0,527.0,0.61,72,0.136622391,217,0.411764706,238,0.451612903,824,187,336,301,0.226941748,61,0,0,26,32,3,0,0,26,25,3,0,7,0,18,29,14,0.295081967,6.760922557,23.41306199,0.782573579,0.0,0.0,0.333555952,0.410530402,0.038487225,0.0,0.0,0.333555952,0.320726877,0.038487225,0.0,0.089803525,0.0,7.543496135,0,0.115749526,0.773754226,0.528169428,0.81197351,0.541315673,0.303985243,0.302008004,0.311218748,0.019408795,0.064687169,0.137853107,13.50819672,3.69623e-06,28.54515627,0.0,0.0,28.54515627,208.0568077,0.0,0.0,0.0,164.2121608,98.52729646,516.33,0.0,0.0,10.67,87.60718777,0.005846575,373149,402860,73074,81903,5.53296e-05,0.305708986,6.77471e-05,0.417750725,5.86375e-06,0.010493157,1.27528e-05,0.030359215,5,10,19,15,13.83333333,3308.715191,315454.9307
155285,360594000000.0,360594000000.0,36,59,415000,1,408.0,"New York-Newark, NY-NJ-CT-PA",35620.0,"New York-Newark-Jersey City, NY-NJ-PA",19318471,9159786,8946175,114.9590743,0.0,114.9590743,114.9590743,1387,446.0,446.0,0.59,12,0.02690583,72,0.161434978,362,0.811659193,865,159,178,528,0.183815029,223,4,4,22,171,22,4,4,22,77,22,0,94,0,94,92,37,0.421524664,3.87964154,12.06516326,1.93982077,0.034794991,0.034794991,0.191372453,1.487485882,0.191372453,0.034794991,0.034794991,0.191372453,0.669803584,0.191372453,0.0,0.817682298,0.0,5.819462309,0,0.5,0.500073242,0.500073242,0.743714583,0.640824769,0.504974651,0.553446654,0.602648144,0.792662297,0.277018634,0.409926471,3.878923767,0.056195209,27.92502473,0.0,0.001066022,27.92395871,159.6394205,0.0,5.567198622,0.0,133.6127669,66.80638346,878.43,0.0,0.097000366,4.0,22.26879449,0.002883922,346975,373212,739,2351,5.14486e-05,0.284265469,6.27613e-05,0.38700686,5.93003e-08,0.000106118,3.66066e-07,0.000871452,10,13,18,13,14.16666667,3357.934742,465233.3925
155286,360594000000.0,360594000000.0,36,59,415802,4,408.0,"New York-Newark, NY-NJ-CT-PA",35620.0,"New York-Newark-Jersey City, NY-NJ-PA",19318471,9159786,8946175,160.2522572,0.0,160.2522572,160.2522572,1471,543.0,543.0,0.516,15,0.027624309,155,0.285451197,373,0.686924494,886,190,152,544,0.214446953,138,3,0,20,115,0,3,0,20,23,0,79,13,0,28,52,58,0.202898551,3.388407811,9.179277882,0.861142317,0.018720485,0.0,0.124803234,0.717618597,0.0,0.018720485,0.0,0.124803234,0.143523719,0.0,0.492972775,0.081122102,0.0,4.249550127,0,0.254143646,0.468861135,0.320047515,0.747868611,0.57883238,0.43888636,0.402654112,0.433357714,0.534150796,0.171535115,0.26953125,6.420289855,0.004425864,23.49230634,0.0,0.0,23.49230634,119.8630231,0.0,0.0,0.0,155.7544364,15.97481399,687.99,0.0,0.182557757,4.0,15.97481399,0.002719239,317466,346213,69791,99338,4.70731e-05,0.260089693,5.8221e-05,0.359009908,5.60031e-06,0.01002173,1.54676e-05,0.036821896,8,11,16,14,13.16666667,3737.119223,648532.4866
155287,360595000000.0,360595000000.0,36,59,519801,1,408.0,"New York-Newark, NY-NJ-CT-PA",35620.0,"New York-Newark-Jersey City, NY-NJ-PA",19318471,9159786,8946175,102.4231971,0.0,102.4231971,102.4231971,1238,452.0,423.0,0.606,48,0.113475177,125,0.295508274,250,0.591016548,681,135,152,394,0.198237885,180,2,32,24,82,40,2,32,24,51,40,0,31,0,52,58,70,0.288888889,4.41306279,12.08710561,1.757414386,0.019526827,0.312429224,0.234321918,0.800599887,0.39053653,0.019526827,0.312429224,0.234321918,0.497934076,0.39053653,0.0,0.302665811,0.0,6.170477176,0,0.425531915,0.818998635,0.818998635,0.904254586,0.779154732,0.559821376,0.622589617,0.676231741,0.955406879,0.253878702,0.418118467,3.783333333,0.061832057,25.14832989,1.21130972,0.906855138,23.03016503,118.7730938,0.0,0.0,6.248584482,149.9660276,12.49716896,584.73,0.0,0.0,6.0,37.49150689,0.004846527,338679,336827,15104,12448,5.02185e-05,0.277468823,5.66426e-05,0.349276978,1.21201e-06,0.002168879,1.93824e-06,0.004614135,12,18,16,15,15.33333333,4037.79421,414499.9494
155288,360593000000.0,360593000000.0,36,59,304203,3,408.0,"New York-Newark, NY-NJ-CT-PA",35620.0,"New York-Newark-Jersey City, NY-NJ-PA",19318471,9159786,8946175,54.2041031,0.0,54.2041031,54.2041031,1372,376.0,323.0,0.558,46,0.142414861,120,0.371517028,157,0.486068111,868,210,341,317,0.241935484,187,7,1,29,148,2,7,1,29,148,2,0,0,0,33,42,112,0.176470588,6.936744241,25.31173696,3.449923332,0.129141515,0.018448788,0.535014848,2.730420605,0.036897576,0.129141515,0.018448788,0.535014848,2.730420605,0.036897576,0.0,0.0,0.0,10.38666757,0,0.578947368,0.418555967,0.418555967,0.418555967,0.323952286,0.504620766,0.475754405,0.507621593,0.760889971,0.23989737,0.35450237,4.64171123,0.026207459,31.78976189,0.968595802,1.12714874,29.69401734,173.2001724,0.0,0.0,11.80722424,82.65056968,106.2650182,264.2,0.0,0.0,8.33,98.35417791,0.006071429,360898,349798,82917,75585,5.35131e-05,0.295672136,5.88239e-05,0.362727419,6.65359e-06,0.011906576,1.17691e-05,0.028017304,10,4,18,18,14.33333333,2000.475648,219362.6363
155289,360594000000.0,360594000000.0,36,59,414303,3,408.0,"New York-Newark, NY-NJ-CT-PA",35620.0,"New York-Newark-Jersey City, NY-NJ-PA",19318471,9159786,8946175,81.8570641,0.0,81.8570641,81.85706,1430,401.0,375.0,0.52,12,0.032,85,0.226666667,278,0.741333333,606,129,223,254,0.212871287,79,5,2,11,55,6,5,2,11,33,6,0,22,0,20,36,23,0.253164557,4.898783318,17.46947667,0.965096963,0.061082086,0.024432835,0.13438059,0.671902949,0.073298504,0.061082086,0.024432835,0.13438059,0.403141769,0.073298504,0.0,0.26876118,0.0,5.863880281,0,0.210666667,0.615217274,0.615217274,0.814119561,0.701489512,0.354110933,0.47847038,0.519923615,0.381612041,0.104705103,0.230656934,7.670886076,0.001267275,22.56453148,0.0,1.229796039,21.33473544,127.7465802,0.0,31.2740266,7.81850665,101.6405864,31.2740266,370.15,0.0,0.0,25.0,195.4626662,0.017482517,308062,334838,74632,94181,4.56787e-05,0.252385298,5.63082e-05,0.347214459,5.98877e-06,0.01071688,1.46646e-05,0.034910336,6,15,16,17,14.5,2381.88523,331272.0538
155290,360594000000.0,360594000000.0,36,59,416401,2,408.0,"New York-Newark, NY-NJ-CT-PA",35620.0,"New York-Newark-Jersey City, NY-NJ-PA",19318471,9159786,8946175,111.4860838,56.2856735,55.2004103,42.85866,1847,832.0,703.0,0.736,49,0.06970128,228,0.324324324,426,0.605974395,766,150,169,447,0.195822454,162,60,1,10,19,72,60,1,10,19,72,0,0,0,73,55,34,0.450617284,19.41264613,43.0951411,3.779866193,1.399950442,0.023332507,0.233325074,0.44331764,1.67994053,1.399950442,0.023332507,0.233325074,0.44331764,1.67994053,0.0,0.0,0.0,23.19251232,0,0.230440967,0.735015373,0.735015373,0.735015373,0.568884282,0.392802971,0.578134871,0.637364242,0.583922348,0.161274266,0.349137931,4.728395062,0.024031374,32.54158828,0.0,0.0,32.54158828,197.1231725,0.0,0.0,0.0,69.56470032,150.7235174,54.99,0.0,0.0,5.67,65.7386418,0.003069843,209493,221265,42914,53877,3.10631e-05,0.171630884,3.72091e-05,0.229443514,3.44359e-06,0.006162292,8.38901e-06,0.019970739,7,10,19,20,15.83333333,3321.233893,451177.851
155291,360594000000.0,360594000000.0,36,59,413200,2,408.0,"New York-Newark, NY-NJ-CT-PA",35620.0,"New York-Newark-Jersey City, NY-NJ-PA",19318471,9159786,8946175,158.8427988,18.6217031,140.2210957,140.2210957,1356,582.0,544.0,0.538,15,0.027573529,108,0.198529412,421,0.773897059,543,113,101,329,0.208103131,922,32,3,561,238,88,32,3,561,120,88,0,118,0,171,280,471,0.185466377,4.15058802,9.670442192,6.575330163,0.228211025,0.021394784,4.000824535,1.6973195,0.627580319,0.228211025,0.021394784,4.000824535,0.855791344,0.627580319,0.0,0.841528155,0.0,10.72591818,0,1.694852941,0.628408059,0.628408059,0.664318987,0.572413223,0.723092887,0.751062998,0.740412666,0.582989526,0.809482002,0.741296928,0.588937093,0.662945227,22.69329428,0.0,4.101215802,18.59207848,89.78734574,0.0,31.94954352,0.0,41.07798453,41.07798453,819.42,0.029088874,0.403456508,18.67,85.2139968,0.013768437,246838,265137,53326,52989,3.66005e-05,0.202226442,4.45869e-05,0.274937134,4.27909e-06,0.007657417,8.25074e-06,0.019641582,17,11,13,14,13.66666667,5001.991671,642828.8488
155292,360593000000.0,360593000000.0,36,59,300700,5,408.0,"New York-Newark, NY-NJ-CT-PA",35620.0,"New York-Newark-Jersey City, NY-NJ-PA",19318471,9159786,8946175,24.4564754,0.0,24.4564754,24.4564754,1354,970.0,955.0,0.392,233,0.243979058,661,0.692146597,61,0.063874346,557,99,90,368,0.177737882,318,2,88,69,119,40,2,88,69,32,40,0,87,0,68,108,142,0.213836478,39.66229737,55.36366046,13.0026913,0.081777933,3.59822904,2.821338679,4.865786997,1.635558655,0.081777933,3.59822904,2.821338679,1.308446924,1.635558655,0.0,3.557340074,0.0,52.66498868,0,0.332984293,0.837270675,0.837270675,0.873661326,0.752793922,0.501595476,0.546902776,0.583532738,0.451945809,0.380382775,0.726857143,1.751572327,0.471624422,30.22062582,0.0,11.06417851,19.15644731,148.3255433,0.0,52.33787695,52.33787695,52.33787695,26.16893847,214.58,0.657500292,1.0,88.67,2320.399774,0.065487445,441074,405010,543285,207592,6.54014e-05,0.361357756,6.81087e-05,0.419980194,4.35954e-05,0.078013724,3.23235e-05,0.07694871,10,17,17,19,16.5,1524.583489,98972.99303
155293,360595000000.0,360595000000.0,36,59,517701,4,408.0,"New York-Newark, NY-NJ-CT-PA",35620.0,"New York-Newark-Jersey City, NY-NJ-PA",19318471,9159786,8946175,3358.20662,0.0,3358.20662,2924.50001,1918,703.0,621.0,0.583,0,0.0,55,0.088566828,566,0.911433172,831,133,164,534,0.160048135,635,0,245,24,92,274,0,245,24,85,274,1,6,0,96,177,362,0.151181102,0.240382971,0.655838603,0.217131133,0.0,0.083775004,0.008206531,0.031458369,0.093691229,0.0,0.083775004,0.008206531,0.029064797,0.093691229,0.000341939,0.002051633,0.0,0.457514103,0,1.022544283,0.81787026,0.704475097,0.657074017,0.566170565,0.786801722,0.607461303,0.668149396,0.572972424,0.497453976,0.866302865,1.308661417,0.734429393,5.288967341,0.119063049,0.819200308,4.350703984,9.152122987,0.381155821,3.049246565,0.381155821,10.10062925,0.0,-99999.0,0.0,3.99294e-07,-99999.0,-99999.0,-99999.0,250275,236421,-99999,-99999,3.71102e-05,0.205042266,3.97578e-05,0.245159718,-99999.0,-99999.0,-99999.0,-99999.0,18,10,5,1,6.666666667,26224.94696,13590475.5
155294,360595000000.0,360595000000.0,36,59,521100,5,408.0,"New York-Newark, NY-NJ-CT-PA",35620.0,"New York-Newark-Jersey City, NY-NJ-PA",19318471,9159786,8946175,85.6755004,0.0,85.6755004,80.70458588,657,227.0,227.0,0.618,12,0.052863436,60,0.264317181,155,0.682819383,443,96,96,251,0.216704289,256,22,36,5,137,56,22,36,5,5,56,114,18,0,70,68,118,0.2734375,2.8127274,8.14080133,3.172062619,0.272599131,0.446071306,0.061954348,1.697549136,0.693888698,0.272599131,0.446071306,0.061954348,0.061954348,0.693888698,1.412559135,0.223035653,0.0,5.984790019,0,1.127753304,0.76465831,0.76465831,0.781062089,0.730906167,0.749890961,0.704414212,0.779990767,0.518965214,0.560788609,0.732474964,1.73046875,0.481683148,24.07964787,0.0,3.007637389,21.07201048,146.9358211,0.0,0.0,37.35023414,74.70046828,59.76037462,407.7,0.0,0.0,9.0,67.23042145,0.01369863,327857,355471,84190,71687,4.86138e-05,0.268602706,5.97779e-05,0.368610107,6.75574e-06,0.012089374,1.11621e-05,0.026572422,18,17,17,16,16.83333333,2530.652387,346723.1226
155295,360594000000.0,360594000000.0,36,59,411600,4,408.0,"New York-Newark, NY-NJ-CT-PA",35620.0,"New York-Newark-Jersey City, NY-NJ-PA",19318471,9159786,8946175,168.6899809,0.0,168.6899809,168.6899809,1277,837.0,620.0,0.397,58,0.093548387,313,0.50483871,249,0.401612903,774,149,164,461,0.19250646,1157,166,129,76,695,91,166,129,76,115,91,407,173,0,304,452,401,0.262748487,4.961764745,7.570099855,6.858735734,0.984053701,0.76471643,0.45053061,4.119983868,0.539451125,0.984053701,0.76471643,0.45053061,0.681723949,0.539451125,2.412709977,1.025549941,0.0,11.82050048,0,1.866129032,0.750676908,0.750676908,0.916353746,0.857510067,0.799995545,0.650477295,0.710349263,0.463024468,0.950698439,0.801657172,0.668971478,0.718184685,18.4275747,0.0,1.442975952,16.98459874,75.90919112,0.0,15.17576792,0.0,75.87883958,15.17576792,300.41,0.232395325,0.776236263,25.33,96.10055033,0.019835552,344875,354867,97016,112330,5.11372e-05,0.282545006,5.96763e-05,0.367983782,7.78495e-06,0.01393114,1.74905e-05,0.041637677,19,20,12,18,16.5,3912.839062,682679.6743
155297,360594000000.0,360594000000.0,36,59,411600,1,408.0,"New York-Newark, NY-NJ-CT-PA",35620.0,"New York-Newark-Jersey City, NY-NJ-PA",19318471,9159786,8946175,203.5861842,0.0,203.5861842,203.5861842,1615,556.0,556.0,0.402,0,0.0,70,0.125899281,486,0.874100719,498,111,99,288,0.222891566,184,2,62,30,73,17,2,62,30,35,17,0,38,0,49,95,40,0.266304348,2.731030115,7.932758337,0.903794139,0.009823849,0.304539329,0.14735774,0.358570501,0.083502719,0.009823849,0.304539329,0.14735774,0.171917363,0.083502719,0.0,0.186653137,0.0,3.634824253,0,0.330935252,0.806639521,0.806639521,0.877852049,0.756404876,0.493174646,0.533597186,0.573708754,0.422163343,0.204558088,0.539589443,2.706521739,0.181495986,15.47691111,0.0,0.370166746,15.10674437,69.19133563,0.0,6.287263574,3.143631787,88.02169003,3.143631787,877.09,0.0,0.266204099,7.33,23.042821,0.0045387,316444,326033,84449,56036,4.69215e-05,0.259252402,5.48275e-05,0.338084004,6.77653e-06,0.012126565,8.72518e-06,0.020771022,10,18,11,13,12.66666667,5395.891773,823903.3759
155298,360595000000.0,360595000000.0,36,59,519500,5,408.0,"New York-Newark, NY-NJ-CT-PA",35620.0,"New York-Newark-Jersey City, NY-NJ-PA",19318471,9159786,8946175,107.159857,0.0,107.159857,102.81159,1170,345.0,345.0,0.566,0,0.0,64,0.185507246,281,0.814492754,611,110,152,349,0.180032733,106,17,4,11,74,0,17,4,11,71,0,0,3,0,44,45,17,0.41509434,3.355652801,11.38003994,1.031012165,0.165351008,0.038906119,0.106991828,0.71976321,0.0,0.165351008,0.038906119,0.106991828,0.69058362,0.0,0.0,0.02917959,0.0,4.386664966,0,0.307246377,0.651506618,0.561177256,0.634768568,0.491295658,0.470701134,0.489382907,0.532557114,0.667300257,0.166144201,0.29567643,5.764150943,0.008530128,27.03430099,3.156168715,0.699336886,23.17879538,123.4910196,11.94477145,5.972385723,0.0,179.1715717,0.0,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,342293,325468,-99999,-99999,5.07544e-05,0.280429657,5.47324e-05,0.337498121,-99999.0,-99999.0,-99999.0,-99999.0,9,8,16,1,8.5,3567.103156,433669.9546
155299,360600000000.0,360600000000.0,36,59,990301,0,408.0,"New York-Newark, NY-NJ-CT-PA",35620.0,"New York-Newark-Jersey City, NY-NJ-PA",19318471,9159786,8946175,16672.94475,16672.94475,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.367879441,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,0,0,-99999,-99999,0.0,0.0,0.0,0.0,-99999.0,-99999.0,-99999.0,-99999.0,1,1,1,1,1.0,46144.53648,67474562.76
155300,360593000000.0,360593000000.0,36,59,302200,4,408.0,"New York-Newark, NY-NJ-CT-PA",35620.0,"New York-Newark-Jersey City, NY-NJ-PA",19318471,9159786,8946175,100.5773601,0.0,100.5773601,100.5773601,1136,467.0,416.0,0.589,66,0.158653846,178,0.427884615,172,0.413461538,643,121,192,330,0.188180404,296,2,100,16,121,57,2,97,16,67,57,22,32,3,71,108,117,0.239864865,4.643192062,11.2947884,2.943008245,0.019885191,0.994259542,0.159081527,1.203054046,0.566727939,0.019885191,0.964431756,0.159081527,0.666153893,0.566727939,0.218737099,0.318163053,0.029827786,7.586200306,0,0.711538462,0.771078937,0.771078937,0.813109866,0.813109866,0.66683018,0.670215888,0.736036615,0.737604264,0.413407821,0.630457934,2.172297297,0.309654754,28.22218071,5.593264124,3.706751152,18.92216543,108.2136177,0.0,31.81630535,0.0,82.7223939,31.81630535,155.57,0.417949907,0.776649478,12.0,76.35913283,0.01056338,498858,467316,110658,107194,7.39694e-05,0.408698331,7.85864e-05,0.484589181,8.87964e-06,0.015890081,1.66908e-05,0.039733901,15,19,15,20,17.33333333,3630.450316,407032.3024
155338,360593000000.0,360593000000.0,36,59,301600,2,408.0,"New York-Newark, NY-NJ-CT-PA",35620.0,"New York-Newark-Jersey City, NY-NJ-PA",19318471,9159786,8946175,94.5016653,0.0,94.5016653,94.5016653,634,293.0,293.0,0.621,17,0.058020478,127,0.433447099,149,0.508532423,319,50,54,215,0.156739812,684,179,83,2,167,253,179,83,2,91,253,0,76,0,73,199,412,0.106725146,3.100474463,6.708876484,7.237967689,1.894146515,0.878291401,0.021163648,1.767164626,2.677201499,1.894146515,0.878291401,0.021163648,0.962945994,2.677201499,0.0,0.804218632,0.0,10.33844215,0,2.33447099,0.830062218,0.830062218,0.839499236,0.723358014,0.862876876,0.732057924,0.814101458,0.431358424,0.962063733,0.636091725,0.466374269,0.586474711,23.90214592,2.651277298,4.925439184,16.32542944,97.10897655,6.772367428,54.17893943,6.772367428,60.95130685,13.54473486,417.09,0.0,0.0,21.67,146.7572022,0.034179811,449734,416877,325044,283907,6.66854e-05,0.368452616,7.01043e-05,0.432285828,2.60828e-05,0.046675121,4.42062e-05,0.105236606,20,16,14,16,16.0,2945.71441,382442.0705
155340,360593000000.0,360593000000.0,36,59,301102,2,408.0,"New York-Newark, NY-NJ-CT-PA",35620.0,"New York-Newark-Jersey City, NY-NJ-PA",19318471,9159786,8946175,236.79593,11.6601548,225.1357752,216.9552503,2053,894.0,865.0,0.476,34,0.039306358,500,0.578034682,331,0.38265896,933,165,185,583,0.176848875,1880,927,104,575,171,103,927,83,575,131,103,6,34,21,400,457,1023,0.212765957,4.120665431,9.462780906,8.665381444,4.272770531,0.479361527,2.650316133,0.788180972,0.474752281,4.272770531,0.382567372,2.650316133,0.603811154,0.474752281,0.027655473,0.156714345,0.096794154,12.78604687,0,2.173410405,0.775600808,0.775600808,0.641798146,0.641798146,0.824920918,0.741058063,0.767159868,0.497201977,0.956013221,0.663348738,0.496276596,0.6042765,21.15471887,0.0,0.134839015,21.01987985,120.4009446,0.0,0.0,0.0,176.2491988,2.842729013,560.59,0.0,0.0,5.33,15.15174564,0.002596201,287779,264816,94085,98420,4.26712e-05,0.235768088,4.45329e-05,0.274604269,7.54976e-06,0.013510259,1.53247e-05,0.036481618,19,13,16,15,15.66666667,6328.303423,958298.7014
155341,360593000000.0,360593000000.0,36,59,301200,1,408.0,"New York-Newark, NY-NJ-CT-PA",35620.0,"New York-Newark-Jersey City, NY-NJ-PA",19318471,9159786,8946175,107.1245217,0.0,107.1245217,104.6940852,1695,693.0,603.0,0.604,16,0.026533997,199,0.330016584,388,0.64344942,577,104,119,354,0.180242634,251,14,19,25,173,20,14,19,25,64,20,14,95,0,94,99,58,0.374501992,6.619285116,16.19002637,2.397461132,0.133722932,0.181481122,0.238790949,1.65243337,0.191032759,0.133722932,0.181481122,0.238790949,0.61130483,0.191032759,0.133722932,0.907405608,0.0,9.016746248,0,0.416252073,0.648791397,0.648791397,0.855563714,0.800623668,0.509284469,0.57032541,0.621874314,0.999247045,0.257965057,0.606280193,2.298804781,0.272857723,28.63635231,0.0,0.005385419,28.63096689,169.3251901,0.0,5.97435573,0.0,149.3588932,65.71791303,496.21,0.117461729,0.761723014,9.67,57.77201991,0.005705015,330326,303275,199065,185563,4.89799e-05,0.270625478,5.10004e-05,0.314484811,1.59738e-05,0.028585,2.88934e-05,0.068783159,10,19,18,16,16.16666667,2803.292393,433527.3175
155342,360593000000.0,360593000000.0,36,59,301300,1,408.0,"New York-Newark, NY-NJ-CT-PA",35620.0,"New York-Newark-Jersey City, NY-NJ-PA",19318471,9159786,8946175,137.7503428,0.0,137.7503428,120.10498,2092,665.0,630.0,0.503,50,0.079365079,233,0.36984127,347,0.550793651,868,162,206,500,0.186635945,448,17,2,41,373,15,17,2,41,73,15,44,256,0,128,152,168,0.285714286,5.536822869,17.4180954,3.730070144,0.14154284,0.016652099,0.341368027,3.105616437,0.124890741,0.14154284,0.016652099,0.341368027,0.607801608,0.124890741,0.366346175,2.131468654,0.0,9.266893013,0,0.711111111,0.393563656,0.393563656,0.680509152,0.636810239,0.525776286,0.497951011,0.539788427,0.635693548,0.352755906,0.680851064,1.9375,0.391605627,17.19007691,0.0,0.462916874,16.72716003,83.66672464,0.0,0.0,4.646086442,111.5060746,4.646086442,-99999.0,0.0,0.0,5.33,24.76364073,0.002547801,310276,287561,-99999,-99999,4.6007e-05,0.254199157,4.83578e-05,0.298189982,-99999.0,-99999.0,-99999.0,-99999.0,11,13,13,1,8.666666667,3322.528705,557469.3044
155343,360593000000.0,360593000000.0,36,59,301300,3,408.0,"New York-Newark, NY-NJ-CT-PA",35620.0,"New York-Newark-Jersey City, NY-NJ-PA",19318471,9159786,8946175,54.4158678,0.0,54.4158678,54.4158678,482,315.0,209.0,0.568,58,0.277511962,90,0.43062201,61,0.291866029,304,76,85,143,0.25,1367,257,186,136,680,108,257,186,136,578,108,30,72,0,278,556,533,0.203365033,5.78875267,8.857710434,25.12134889,4.722887099,3.418120624,2.499270994,12.49635497,1.984715201,4.722887099,3.418120624,2.499270994,10.62190172,1.984715201,0.551309778,1.323143467,0.0,30.91010156,0,6.540669856,0.84693145,0.84693145,0.831774273,0.778361866,0.878268278,0.64333074,0.693073981,0.395098484,0.521362899,0.36385398,0.222384784,0.459500515,25.34805113,0.0,0.023308855,25.32474227,129.421073,0.0,11.76127527,0.0,129.3740279,35.2838258,203.85,0.745499342,1.0,9.67,113.7315318,0.020062241,357675,331279,199399,185265,5.30352e-05,0.293031635,5.57097e-05,0.34352391,1.60006e-05,0.028632962,2.8847e-05,0.068672699,20,18,16,19,18.0,2528.060723,220218.2799
